21-1099,"Community & Social Svc Specialists, All Other",803,$21.40,$13.18,$19.25,$30.11,"$44,510"
21-1094,Community Health Workers,101,$24.49,$17.32,$22.05,$30.46,"$50,935"
11-3111,Compensation and Benefits Managers,254,$60.24,$41.47,$52.11,$70.48,"$125,300"
13-1141,"Compensation, Benefits, and Job Analysis Specialists","1,076",$34.71,$25.40,$32.70,$42.67,"$72,197"
13-1041,Compliance Ofcrs (Not Ag/Const/Safety/Transportn),"3,095",$33.95,$25.74,$33.15,$40.41,"$70,601"
11-3021,Computer & Information Systems Mgrs,"7,929",$70.86,$54.05,$66.99,$82.94,"$147,393"
15-1111,"Computer and Information Scientists, Research",353,$51.86,$41.25,$50.39,$60.04,"$107,862"
17-2061,Computer Hardware Engineers,"1,289",$53.36,$42.39,$51.38,$62.35,"$110,991"
15-1143,Computer Network Architects,"3,501",$49.59,$41.88,$49.43,$56.95,"$103,145"
15-1152,Computer Network Support Specialists,"2,712",$34.30,$25.22,$31.17,$39.95,"$71,352"
15-1199,"Computer Occupations, All Other","4,075",$43.13,$28.20,$45.16,$58.69,"$89,709"
43-9011,Computer Operators,625,$21.06,$16.44,$21.18,$25.69,"$43,804"
15-1131,Computer Programmers,"11,016",$46.76,$38.62,$46.38,$55.63,"$97,269"
25-1021,"Computer Science Teachers, Postsecondary",199,,,,,"$85,227"
15-1132,"Computer Software Engineers, Applications","35,649",$49.66,$41.03,$49.91,$58.43,"$103,299"
15-1133,"Computer Software Engineers, Systems Software","13,666",$51.71,$41.76,$48.11,$58.81,"$107,541"
15-1151,Computer Support Specialists,"9,624",$27.60,$19.82,$25.44,$32.76,"$57,415"
15-1121,Computer Systems Analysts,"10,537",$48.24,$37.02,$45.00,$54.60,"$100,333"
49-2011,"Computer, Automated Teller, & Office Machine Repairers","1,036",$21.10,$15.95,$19.87,$24.81,"$43,888"
51-4011,"Computer-Controlled Machine Tool Ops, Mtl/Plastic","1,520",$23.22,$16.60,$21.22,$29.77,"$48,303"
39-6012,Concierges,232,$14.19,$12.31,$13.94,$16.10,"$29,507"
19-1031,Conservation Scientists,102,$38.66,$29.84,$37.13,$45.96,"$80,409"
47-4011,Construction & Building Inspectors,"1,103",$33.61,$29.84,$33.74,$39.13,"$69,909"
47-4099,"Construction & Related Wkrs, All Other",232,$16.64,$11.47,$14.16,$17.63,"$34,610"
47-2061,Construction Laborers,"6,601",$20.91,$15.00,$18.12,$27.85,"$43,482"
11-9021,Construction Mgrs,"2,534",$50.30,$38.09,$45.23,$57.06,"$104,638"
47-3019,"Construction Trades, All Other Helpers",191,$15.23,$11.92,$14.55,$17.98,"$31,685"
47-1011,"Construction Trades/Extraction Wkrs, 1st-Ln Spvrs","5,411",$37.96,$31.17,$38.17,$44.94,"$78,954"
47-5041,Continuous Mining Machine Operators,,$22.45,$18.83,$23.73,$26.45,"$46,695"
49-9012,Control & Valve Installers & Repairers (Not Mech Door),,$24.77,$17.24,$25.64,$30.81,"$51,521"
53-7011,Conveyor Operators & Tenders,324,$16.85,$13.92,$16.41,$18.41,"$35,039"
35-2019,"Cooks, All Other",780,$12.66,$10.44,$11.41,$13.84,"$26,342"
35-2011,"Cooks, Fast Food",,$10.78,$9.36,$9.86,$11.49,"$22,416"
35-2012,"Cooks, Institution & Cafeteria","3,204",$14.98,$12.30,$15.00,$17.39,"$31,148"
35-2014,"Cooks, Restaurant","12,595",$13.11,$11.04,$12.97,$14.77,"$27,263"
35-2015,"Cooks, Short Order",836,$12.99,$9.34,$12.27,$14.92,"$27,010"
51-9193,Cooling & Freezing Equipment Operators & Tenders,,$21.99,$17.77,$23.16,$26.56,"$45,739"
33-3012,Correctional Officers & Jailers,"1,408",$24.48,$21.51,$21.52,$28.00,"$50,924"
33-1011,"Correctional Officers, 1st-Line Spvrs of",193,$31.15,$23.75,$29.83,$36.31,"$64,802"
43-4021,Correspondence Clerks,24,$21.39,$17.67,$20.22,$22.30,"$44,478"
13-1051,Cost Estimators,"2,528",$35.16,$26.08,$34.29,$43.88,"$73,126"
39-3092,Costume Attendants,37,$17.69,$13.95,$17.19,$20.94,"$36,796"
21-1019,"Counselors, All Other",48,$24.18,$18.40,$22.66,$28.00,"$50,282"
41-2021,Counter & Rental Clerks,"7,441",$14.29,$10.84,$13.67,$16.97,"$29,728"
35-3022,"Counter Attendants, Cafeteria, Concession, Coffee Shop","6,896",$11.53,$9.38,$10.10,$12.53,"$23,972"
43-5021,Couriers & Messengers,589,$14.96,$12.93,$14.64,$16.98,"$31,121"
23-2091,Court Reporters,149,$19.26,$11.12,$17.09,$22.51,"$40,065"
43-4031,"Court, Municipal, & License Clerks",907,$23.11,$19.38,$23.87,$27.05,"$48,082"
27-1012,Craft Artists,166,$18.09,$15.73,$17.15,$18.83,"$37,627"
53-7021,Crane & Tower Operators,651,$36.29,$32.05,$36.23,$42.65,"$75,484"
13-2041,Credit Analysts,735,$36.10,$26.32,$32.56,$42.42,"$75,084"
43-4041,"Credit Authorizers, Checkers, & Clerks",381,$21.11,$16.79,$19.39,$23.04,"$43,915"
33-9091,Crossing Guards,579,$19.08,$10.32,$21.83,$26.69,"$39,691"
51-9021,Crush/Grind/Polishing Machine Setters/Ops/Tenders,283,$17.05,$14.02,$16.57,$19.33,"$35,478"
25-4012,Curators,94,$29.70,$23.65,$27.91,$34.54,"$61,772"
43-4051,Customer Svc Reps,"20,188",$18.70,$14.32,$17.50,$21.92,"$38,907"
51-4031,"Cut/Punch/Press Mach Setters/Ops/Tenders, Mtl/Plastic","1,438",$20.58,$16.00,$19.39,$23.01,"$42,801"
51-9031,"Cutters & Trimmers, Hand",105,$14.09,$11.06,$14.59,$17.01,"$29,316"
51-9032,"Cutting & Slicing Machine Setters, Ops, & Tenders",660,$19.13,$12.18,$17.40,$26.07,"$39,788"
43-9021,Data Entry Keyers,"1,406",$16.26,$12.86,$15.96,$19.07,"$33,810"
15-1141,Database Administrators,"2,159",$44.02,$35.05,$43.76,$53.22,"$91,575"
41-9011,Demonstrators & Product Promoters,,$12.06,$10.01,$11.03,$12.48,"$25,089"
31-9091,Dental Assistants,"3,852",$20.56,$18.05,$20.72,$22.96,"$42,750"
29-2021,Dental Hygienists,"2,723",$45.52,$40.88,$44.78,$50.81,"$94,688"
51-9081,Dental Laboratory Technicians,430,$21.47,$17.04,$20.79,$25.67,"$44,663"
29-1021,"Dentists, General",741,$104.03,$75.08,$91.26,$91.32,"$216,387"
27-1029,"Designers, All Other",91,$24.69,$20.20,$24.86,$29.76,"$51,355"
43-9031,Desktop Publishers,176,$20.09,$16.85,$20.29,$23.16,"$41,796"
33-3021,Detectives & Criminal Investigators,573,$48.70,$40.70,$46.78,$58.41,"$101,296"
29-2032,Diagnostic Medical Sonographers,519,$42.12,$37.89,$42.23,$46.52,"$87,614"
29-2051,Dietetic Technicians,318,$19.70,$16.35,$19.00,$22.99,"$40,957"
29-1031,Dietitians & Nutritionists,,$31.97,$28.18,$31.99,$35.64,"$66,492"
35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,"5,014",$10.97,$9.31,$9.57,$11.53,"$22,830"
21-2021,"Directors, Religious Activities & Education",43,$25.37,$17.72,$22.94,$32.82,"$52,783"
35-9021,Dishwashers,"5,084",$10.57,$9.39,$10.16,$11.33,"$21,986"
43-5032,"Dispatchers, Not Police, Fire, & Ambulance","1,583",$22.65,$16.74,$21.69,$27.85,"$47,100"
17-3019,"Drafters, All Other",361,$24.86,$21.14,$25.23,$28.19,"$51,724"
51-4032,Drilling/Boring Machine Tool Setters/Ops/Tenders,92,$15.58,$13.00,$14.35,$17.21,"$32,418"
53-3031,Driver/Sales Wkrs,"2,578",$14.62,$9.58,$12.72,$16.79,"$30,420"
47-2081,Drywall & Ceiling Tile Installers,"1,335",$24.61,$20.81,$24.75,$28.92,"$51,199"
25-1063,"Economics Teachers, Postsecondary",74,,,,,"$91,236"
19-3011,Economists,129,$39.83,$31.96,$39.14,$45.10,"$82,845"
27-3041,Editors,"1,901",$36.17,$21.77,$32.84,$48.15,"$75,226"
11-9031,"Educ Administrators, Preschool/Child Care Center/Pgms",413,$25.68,$17.31,$23.72,$29.56,"$53,419"
11-9039,"Education Administrators, All Other",433,$31.82,$20.91,$28.32,$40.54,"$66,194"
11-9032,"Education Administrators, Elem & Secondary School","1,344",,,,,"$105,791"
11-9033,"Education Administrators, Postsecondary","1,098",$50.12,$34.85,$42.97,$57.11,"$104,252"
25-1081,"Education Teachers, Postsecondary",445,,,,,"$64,132"
25-9099,"Education, Training, & Library Wkrs, All Other","2,356",$22.66,$16.97,$19.80,$26.87,"$47,131"
21-1012,"Educational, Vocational, & School Counselors","1,853",$27.82,$22.69,$26.91,$32.72,"$57,875"
49-2092,"Electric Motor, Power Tool, & Related Repairers",81,$26.91,$21.33,$29.39,$33.72,"$55,955"
17-3023,Electrical & Electronic Engineering Technicians,"1,082",$28.87,$21.75,$29.18,$34.08,"$60,043"
51-2022,Electrical & Electronic Equipment Assemblers,"3,660",$16.79,$13.16,$16.16,$19.52,"$34,919"
17-3012,Electrical & Electronics Drafters,888,$37.36,$31.80,$38.05,$43.80,"$77,705"
17-2071,Electrical Engineers,"3,862",$46.95,$38.21,$46.18,$56.25,"$97,669"
49-9051,Electrical Power-Line Installers & Repairers,669,$36.95,$32.79,$39.28,$42.89,"$76,871"
49-2094,"Electrical/Electronics Repairers, Industrial Equipmt",700,$35.02,$30.07,$36.47,$42.58,"$72,844"
47-3013,Electrician Helpers,165,$17.64,$11.57,$13.80,$24.94,"$36,674"
47-2111,Electricians,"4,752",$32.59,$26.13,$32.92,$39.96,"$67,790"
51-2023,Electromechanical Equipment Assemblers,104,$22.37,$17.22,$21.15,$27.11,"$46,525"
49-2096,"Electronic Equipment Installers/Repairers, Motor Veh",222,$25.14,$18.52,$22.95,$30.55,"$52,302"
49-2097,Electronic Home Entertainment Equipment Install/Repair,331,$23.85,$19.71,$22.67,$27.95,"$49,620"
17-2072,"Electronics Engineers, Not Computer","2,639",$49.41,$40.18,$47.94,$58.53,"$102,766"
49-2093,"Electronics Install/Repair, Transprtn Equipmt",244,$29.05,$20.80,$28.74,$37.34,"$60,415"
25-2021,"Elementary School Teachers, Not Special Education","9,758",,,,,"$61,131"
47-4021,Elevator Installers & Repairers,118,$41.13,$35.19,$42.20,$48.53,"$85,551"
43-4061,"Eligibility Interviewers, Government Programs","1,797",$22.32,$19.86,$22.47,$24.58,"$46,434"
11-9161,Emergency Management Directors,66,$41.81,$34.15,$42.06,$49.42,"$86,954"
29-2041,Emergency Medical Technicians & Paramedics,"2,041",$23.66,$13.60,$17.89,$34.86,"$49,220"
13-1071,"Employment, Recruitment, & Placement Specialists","5,957",$33.44,$24.41,$32.03,$41.26,"$69,546"
51-2031,Engine & Other Machine Assemblers,758,$20.01,$14.79,$19.21,$22.22,"$41,630"
11-9041,Engineering Mgrs,"3,810",$65.95,$54.83,$65.13,$74.98,"$137,188"
25-1032,"Engineering Teachers, Postsecondary",417,,,,,"$109,224"
17-3029,"Engineering Technicians, Not Drafters, All Other",815,$32.06,$26.10,$32.80,$38.11,"$66,686"
17-2199,"Engineers, All Other","2,420",$46.13,$34.19,$45.99,$58.76,"$95,958"
25-1123,"English Language & Literature Teachers, Postsecondary",523,,,,,"$65,297"
27-2099,"Entertainers & Performers, Sports & Related Wkrs, A/O",95,$21.41,$13.07,$19.57,$27.80,
39-3099,"Entertainment Attendants & Related Wkrs, A/O",160,$13.59,$9.59,$11.26,$17.64,"$28,265"
17-3025,Environmental Engineering Technicians,338,$29.55,$27.17,$31.80,$34.55,"$61,469"
17-2081,Environmental Engineers,961,$44.64,$36.13,$45.02,$53.72,"$92,856"
19-4091,Environmental Science & Protection Techs (Inc Health),523,$27.34,$20.88,$27.15,$33.68,"$56,873"
19-2041,Environmental Scientists & Specialists (Inc Health),"1,913",$40.82,$31.77,$38.85,$48.23,"$84,914"
19-1041,Epidemiologists,191,$36.37,$30.97,$37.23,$42.93,"$75,642"
51-9194,Etchers & Engravers,85,$16.16,$13.18,$15.04,$17.51,"$33,609"
53-7032,Excavating & Loading Machine & Dragline Operators,312,$31.15,$28.18,$31.78,$34.82,"$64,806"
43-6011,Executive Secretaries & Administrative Assistants,"8,000",$27.05,$22.16,$26.63,$31.74,"$56,265"
29-1128,Exercise Physiologists,36,$20.63,$15.47,$18.60,$25.30,"$42,914"
51-9041,Extrude/Form/Press/Compact Machine Setters/Ops/Tenders,265,$17.22,$12.53,$16.47,$21.41,"$35,824"
51-4021,"Extruding/Drawing Mach Setters/Ops/Tenders, Mtl/Plastic",206,$19.15,$13.79,$18.65,$22.71,"$39,822"
51-6091,"Extruding/Forming Machine Set/Op/Tend, Synthetic/Glass",,$13.63,$10.77,$12.74,$16.36,"$28,349"
51-6092,Fabric & Apparel Patternmakers,48,$15.78,$12.84,$15.03,$17.91,"$32,813"
29-1062,Family & General Practitioners,602,$89.68,$61.09,$83.96,$91.28,"$186,529"
49-3041,Farm Equipment Mechanics,,$18.42,$11.57,$18.50,$23.16,"$38,306"
45-1011,"Farming, Fishing, & Forestry Wkrs, 1st-Ln Sprvs/Mgrs",52,$31.58,$23.87,$31.66,$35.80,"$65,688"
45-2092,"FarmWkrs & Laborers, Crop, Nursery, & Greenhouse",203,$12.23,$10.12,$11.44,$13.63,"$25,446"
45-2093,"FarmWkrs, Farm & Ranch Animals",116,$12.70,$9.36,$11.78,$14.18,"$26,408"
27-1022,Fashion Designers,214,$30.29,$17.94,$26.70,$36.19,"$63,006"
47-4031,Fence Erectors,,$18.12,$16.02,$18.03,$20.66,"$37,687"
51-2091,Fiberglass Laminators & Fabricators,525,$15.53,$11.67,$14.08,$19.27,"$32,307"
43-4071,File Clerks,"1,359",$15.81,$12.56,$14.67,$18.37,"$32,883"
27-4032,Film & Video Editors,332,$28.48,$24.52,$28.07,$32.46,"$59,239"
13-2051,Financial Analysts,"3,033",$42.64,$32.93,$40.73,$50.01,"$88,706"
43-3099,"Financial Clerks, All Other",549,$22.78,$17.92,$21.71,$26.49,"$47,386"
13-2061,Financial Examiners,221,$44.00,$33.31,$40.64,$54.36,"$91,522"
11-3031,Financial Mgrs,"6,630",$61.18,$43.15,$55.28,$72.60,"$127,256"
13-2099,"Financial Specialists, All Other","1,415",$28.78,$21.56,$25.96,$33.68,"$59,863"
27-1013,"Fine Artists, Inc Painters, Sculptors, Illustrators",555,$34.32,$20.48,$24.98,$38.78,"$71,395"
33-2011,Fire Fighters,"2,668",$34.94,$31.54,$36.51,$41.91,"$72,667"
33-1021,"Fire Fighting & Prevention Wkrs, 1st-Ln Spvrs of",754,$45.66,$40.58,$46.11,$52.41,"$94,971"
33-2021,Fire Inspectors & Investigators,78,$42.61,$38.62,$42.69,$47.35,"$88,633"
33-3031,Fish & Game Wardens,19,$28.00,$24.01,$31.55,$31.56,"$58,254"
39-9031,Fitness Trainers & Aerobics Instructors,"3,946",$21.28,$13.37,$18.92,$28.99,"$44,279"
53-2031,Flight Attendants,987,,,,,"$42,784"
47-2042,"Floor Layers, Not Carpet, Wood, & Hard Tiles",,$26.39,$19.53,$29.78,$33.10,"$54,888"
27-1023,Floral Designers,502,$14.87,$12.26,$14.56,$17.15,"$30,927"
51-3092,Food Batchmakers,"1,031",$14.04,$10.44,$12.98,$16.70,"$29,215"
51-3093,Food Cooking Machine Operators & Tenders,135,$14.36,$10.83,$12.40,$17.86,"$29,858"
35-9099,"Food Preparation & Serving Related Wkrs, A/O",,$11.15,$9.35,$10.15,$12.13,"$23,194"
35-1012,"Food Preparation & Serving Wkrs, 1st-Ln Spvrs of","6,194",$16.95,$13.00,$15.97,$20.43,"$35,271"
35-2021,Food Preparation Wkrs,"7,302",$12.25,$10.22,$11.61,$13.88,"$25,476"
19-1012,Food Scientists & Technologists,75,$35.32,$24.70,$34.55,$45.82,"$73,449"
35-3041,"Food Servers, Nonrestaurant","2,606",$12.19,$9.48,$11.01,$14.13,"$25,351"
11-9051,Food Svc Mgrs,,$32.88,$21.90,$35.10,$43.23,"$68,401"
51-3091,Food/Tobacco Roast/Bake/Dry Mach Ops/Tenders,194,$17.93,$14.03,$17.38,$21.91,"$37,301"
25-1124,"Foreign Language & Literature Teachers, Postsecondary",278,,,,,"$58,162"
19-4092,Forensic Science Technicians,75,$30.59,$26.82,$30.34,$34.37,"$63,628"
19-4093,Forest & Conservation Technicians,159,$16.66,$12.95,$14.56,$18.43,"$34,665"
45-4011,Forest & Conservation Wkrs,87,$11.01,$8.80,$8.81,$9.33,"$22,908"
19-1032,Foresters,94,$27.70,$24.17,$26.69,$32.40,"$57,613"
51-4071,Foundry Mold & Coremakers,80,$16.21,$13.53,$16.00,$18.65,"$33,719"
13-1131,Fundraisers,"1,140",$24.35,$18.64,$22.41,$29.26,"$50,633"
11-9061,Funeral Directors,,$40.65,$31.13,$43.52,$52.75,"$84,568"
51-9051,"Furnace, Kiln, Oven, Drier, & Kettle Ops/Tenders",189,$17.99,$12.78,$14.97,$23.03,"$37,435"
51-7021,Furniture Finishers,127,$21.20,$17.08,$21.80,$25.66,"$44,083"
39-3012,Gaming & Sports Book Writers & Runners,,$18.56,$13.78,$18.43,$23.53,"$38,604"
43-3041,Gaming Cage Wkrs,421,$13.51,$11.30,$13.26,$15.36,"$28,112"
41-2012,Gaming Change Persons & Booth Cashiers,280,$13.01,$10.69,$12.72,$14.80,"$27,065"
39-3011,Gaming Dealers,"2,979",$14.32,$9.38,$12.30,$17.69,"$29,789"
