53-7061,Cleaners of Vehicles & Equipment," 2,985 ",$14.17,$11.48,$13.32,$15.62,"$29,461"
51-9192,Cleaning/Washing/Metal Pickling Equipment Ops & Tenders, 226 ,$16.53,$11.91,$14.00,$19.08,"$34,387"
21-2011,Clergy, 264 ,$25.82,$21.05,$26.33,$30.43,"$53,692"
19-3031,"Clinical, Counseling & School Psychologists", 572 ,$33.29,$27.48,$32.40,$37.27,"$69,242"
51-4012,"CNC Machine Tool Programmers, Mtl/Plastic", 658 ,$35.79,$31.90,$35.43,$40.67,"$74,435"
27-2022,Coaches & Scouts," 3,312 ",,,,,"$43,645"
51-9121,Coating/Painting/Spraying Machine Setters/Ops/Tenders, 967 ,$16.04,$13.09,$15.52,$18.31,"$33,370"
51-2021,"Coil Winders, Tapers & Finishers", 73 ,$16.17,$14.15,$16.12,$17.63,"$33,634"
49-9091,"Coin, Vending & Amusement Machine Svcrs & Repairers", 331 ,$17.83,$12.69,$17.84,$21.96,"$37,099"
35-3021,"Combined Food Prep & Serving Workers, Inc Fast Food"," 23,569 ",$10.91,$9.34,$9.53,$11.47,"$22,692"
27-1021,Commercial & Industrial Designers, 417 ,$34.01,$27.70,$34.62,$41.11,"$70,749"
53-2012,Commercial Pilots, 448 ,,,,,"$111,756"
25-1122,"Communications Teachers, Postsecondary", 205 ,,,,,"$60,905"
21-1099,"Community & Social Service Specialists, All Other", 645 ,$20.81,$14.16,$20.18,$25.96,"$43,291"
21-1094,Community Health Workers, 230 ,$23.01,$16.68,$22.09,$28.42,"$47,844"
11-3111,Compensation & Benefits Managers, 179 ,$56.71,$42.14,$51.41,$64.57,"$117,973"
13-1141,"Compensation, Benefits & Job Analysis Specialists", 978 ,$36.49,$25.68,$33.39,$45.06,"$75,908"
13-1041,Compliance Officers (Except Ag/Const/Safety/Trans)," 2,868 ",$37.22,$28.31,$36.10,$43.36,"$77,420"
15-1111,Computer & Information Research Scientists, 769 ,,,,,
11-3021,Computer & Information Systems Managers," 7,160 ",$72.84,$54.77,$68.29,$85.27,"$151,494"
51-4011,"Computer Controlled Machine Tool Operators, Metal/Plastic"," 1,337 ",$22.93,$15.56,$20.95,$29.18,"$47,692"
17-2061,Computer Hardware Engineers," 1,139 ",$56.48,$42.97,$53.70,$67.67,"$117,480"
15-1143,Computer Network Architects," 3,271 ",$53.25,$44.62,$53.04,$61.89,"$110,742"
15-1152,Computer Network Support Specialists," 2,672 ",$34.40,$25.92,$32.34,$40.49,"$71,549"
15-1199,"Computer Occupations, All Other"," 2,996 ",$34.64,$23.78,$33.90,$45.99,"$72,054"
43-9011,Computer Operators, 458 ,$20.94,$15.98,$20.37,$26.10,"$43,551"
15-1131,Computer Programmers," 14,055 ",$56.19,$45.79,$55.96,$67.43,"$116,883"
25-1021,"Computer Science Teachers, Postsecondary", 241 ,,,,,"$83,345"
15-1121,Computer Systems Analysts," 11,404 ",$48.59,$36.72,$45.58,$54.90,"$101,080"
15-1151,Computer User Support Specialists," 8,416 ",$29.41,$20.58,$27.03,$35.17,"$61,178"
49-2011,"Computer, Automated Teller & Office Machine Repairers"," 1,370 ",$20.83,$15.62,$19.43,$24.41,"$43,338"
39-6012,Concierges, 477 ,$14.28,$12.41,$13.71,$15.57,"$29,696"
19-1031,Conservation Scientists, 111 ,$35.33,$24.13,$32.45,$43.24,"$73,471"
47-4011,Construction & Building Inspectors," 1,032 ",$34.30,$30.20,$34.06,$39.56,"$71,362"
47-4099,"Construction & Related Workers, All Other", 216 ,$17.14,$11.65,$14.44,$18.60,"$35,640"
47-2061,Construction Laborers," 6,584 ",$21.23,$14.79,$18.64,$28.67,"$44,161"
11-9021,Construction Managers," 2,561 ",$51.51,$40.23,$47.49,$58.73,"$107,132"
47-1011,Construction Supervisors Trades/Extraction Workers," 5,310 ",$38.29,$31.46,$38.46,$45.37,"$79,649"
47-5041,Continuous Mining Machine Operators, 54 ,$26.41,$24.65,$26.54,$28.45,"$54,928"
49-9012,Control & Valve Installers & Repairers (Not Mech Door),,$24.13,$16.63,$24.77,$29.70,"$50,208"
53-7011,Conveyor Operators & Tenders, 227 ,$18.79,$12.80,$15.08,$25.51,"$39,085"
35-2019,"Cooks, All Other", 155 ,$12.30,$10.06,$11.27,$14.21,"$25,604"
35-2011,"Cooks, Fast Food"," 2,890 ",$10.70,$9.34,$10.01,$11.43,"$22,269"
35-2012,"Cooks, Institution & Cafeteria"," 4,160 ",$14.85,$12.35,$14.55,$17.15,"$30,895"
35-2014,"Cooks, Restaurant"," 12,066 ",$12.98,$10.96,$12.80,$14.56,"$26,995"
35-2015,"Cooks, Short Order"," 1,208 ",$12.10,$9.60,$12.10,$13.80,"$25,171"
33-1011,Correctional Officer Supervisors, 229 ,$33.85,$23.67,$33.39,$40.85,"$70,415"
33-3012,Correctional Officers & Jailers," 1,986 ",$26.15,$21.43,$25.76,$31.28,"$54,383"
43-4021,Correspondence Clerks, 16 ,$22.54,$19.27,$21.04,$22.84,"$46,892"
13-1051,Cost Estimators," 2,765 ",$35.28,$26.40,$34.08,$43.69,"$73,390"
39-3092,Costume Attendants, 72 ,$19.28,$13.82,$18.13,$23.35,"$40,095"
21-1019,"Counselors, All Other", 94 ,$22.86,$17.90,$22.12,$27.46,"$47,561"
41-2021,Counter & Rental Clerks," 7,508 ",$14.73,$11.16,$13.97,$17.60,"$30,649"
35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop"," 8,333 ",$11.30,$9.33,$10.26,$11.95,"$23,498"
43-5021,Couriers & Messengers, 790 ,$14.65,$12.56,$14.55,$17.01,"$30,489"
23-2091,Court Reporters, 181 ,$21.41,$11.48,$17.97,$27.26,"$44,526"
43-4031,"Court, Municipal & License Clerks", 849 ,$24.17,$20.95,$24.89,$27.53,"$50,264"
27-1012,Craft Artists, 126 ,$18.96,$16.13,$17.71,$20.42,"$39,447"
53-7021,Crane & Tower Operators, 705 ,$36.63,$31.94,$37.09,$43.20,"$76,187"
13-2041,Credit Analysts, 640 ,$38.79,$27.76,$34.26,$46.47,"$80,694"
43-4041,"Credit Authorizers, Checkers & Clerks", 304 ,$19.98,$16.45,$18.94,$22.45,"$41,556"
13-2071,Credit Counselors, 142 ,$19.63,$16.33,$18.43,$22.35,"$40,816"
25-1111,"Criminal Justice & Law Enforcement Teachers, Postsec",,,,,,"$75,262"
33-9091,Crossing Guards, 493 ,$16.99,$9.78,$11.76,$23.94,"$35,328"
51-9021,Crush/Grind/Polishing Machine Setters/Operators/Tenders, 221 ,$15.34,$12.60,$14.77,$17.70,"$31,896"
25-4012,Curators, 91 ,$27.85,$21.34,$26.19,$32.33,"$57,931"
43-4051,Customer Service Representatives," 23,708 ",$18.64,$14.11,$17.60,$22.16,"$38,782"
51-4031,"Cut/Punch/Press Mach Setters/Ops/Tenders, Mtl/Plastic"," 1,782 ",$20.29,$15.86,$18.94,$22.85,"$42,203"
51-9031,"Cutters & Trimmers, Hand", 111 ,$11.67,$9.44,$10.35,$13.51,"$24,273"
51-9032,"Cutting & Slicing Machine Setters, Ops & Tenders", 402 ,$17.51,$13.54,$17.15,$21.27,"$36,440"
43-9021,Data Entry Keyers," 1,421 ",$16.26,$13.06,$15.81,$18.89,"$33,830"
15-1141,Database Administrators," 2,251 ",$45.03,$35.97,$44.87,$54.16,"$93,665"
41-9011,Demonstrators & Product Promoters,,$12.45,$10.14,$11.20,$12.92,"$25,902"
31-9091,Dental Assistants," 4,070 ",$20.54,$16.98,$20.61,$23.68,"$42,704"
29-2021,Dental Hygienists," 2,568 ",$47.02,$41.96,$46.82,$53.55,"$97,823"
51-9081,Dental Laboratory Technicians, 535 ,$21.38,$17.52,$21.07,$25.00,"$44,470"
29-1021,"Dentists, General"," 1,062 ",,,,,"$199,409"
27-1029,"Designers, All Other", 98 ,$26.37,$20.07,$24.97,$32.17,"$54,845"
43-9031,Desktop Publishers, 192 ,$20.87,$17.50,$21.12,$24.48,"$43,419"
33-3021,Detectives & Criminal Investigators, 751 ,$42.50,$26.43,$42.90,$55.84,"$88,391"
29-2032,Diagnostic Medical Sonographers, 572 ,$41.38,$36.34,$41.44,$46.38,"$86,067"
29-2051,Dietetic Technicians, 317 ,$18.98,$15.66,$18.34,$22.69,"$39,477"
29-1031,Dietitians & Nutritionists, 867 ,$31.73,$27.48,$32.03,$36.02,"$65,984"
35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers," 5,219 ",$11.29,$9.35,$9.86,$11.74,"$23,468"
21-2021,"Directors, Religious Activities & Education", 44 ,$26.33,$18.03,$25.79,$33.76,"$54,764"
35-9021,Dishwashers," 4,751 ",$10.74,$9.51,$10.45,$11.47,"$22,330"
43-5032,"Dispatchers (Except Police, Fire & Ambulance)"," 1,848 ",$21.90,$15.97,$20.66,$27.07,"$45,566"
17-3019,"Drafters, All Other", 368 ,$24.01,$19.53,$23.91,$28.21,"$49,948"
51-4032,Drilling/Boring Machine Tool Setters/Ops/Tenders, 85 ,$16.28,$12.92,$14.72,$17.69,"$33,878"
53-3031,Driver/Sales Workers," 3,806 ",$13.28,$9.50,$11.82,$14.26,"$27,632"
47-2081,Drywall & Ceiling Tile Installers," 1,225 ",$22.75,$19.12,$21.76,$27.38,"$47,308"
47-5021,"Earth Drillers, Except Oil & Gas", 57 ,$35.79,$32.24,$35.76,$40.44,"$74,448"
25-1063,"Economics Teachers, Postsecondary", 78 ,,,,,"$83,062"
19-3011,Economists, 130 ,$41.10,$33.05,$39.53,$45.66,"$85,490"
27-3041,Editors," 1,933 ",$32.32,$19.52,$27.52,$40.73,"$67,239"
11-9031,"Educ Administrators, Preschool/Child Care Center/Programs", 599 ,$21.72,$15.74,$18.09,$26.15,"$45,178"
11-9039,"Education Administrators, All Other", 514 ,$34.51,$23.29,$34.16,$43.46,"$71,767"
11-9032,"Education Administrators, Elementary & Secondary School"," 1,418 ",,,,,"$107,636"
11-9033,"Education Administrators, Postsecondary"," 1,104 ",$50.55,$34.89,$42.75,$57.05,"$105,137"
25-1081,"Education Teachers, Postsecondary", 543 ,,,,,"$63,698"
25-9099,"Education, Training & Library Workers, All Other"," 2,028 ",$23.40,$17.24,$21.13,$27.76,"$48,664"
21-1012,"Educational, Guidance, Vocational & School Counselors"," 1,782 ",$28.27,$23.58,$27.74,$33.17,"$58,791"
49-2092,"Electric Motor, Power Tool & Related Repairers", 150 ,$33.17,$29.10,$35.63,$40.51,"$68,996"
17-3023,Electrical & Electronic Engineering Technicians," 1,299 ",$29.21,$23.24,$28.82,$34.34,"$60,743"
51-2022,Electrical & Electronic Equipment Assemblers," 3,544 ",$16.74,$13.05,$15.84,$18.86,"$34,834"
17-3012,Electrical & Electronics Drafters, 873 ,$37.96,$31.81,$38.97,$44.86,"$78,964"
17-2071,Electrical Engineers," 4,111 ",$49.23,$40.04,$48.39,$58.96,"$102,396"
49-9051,Electrical Power Line Installers & Repairers, 728 ,$38.81,$34.88,$40.59,$44.29,"$80,721"
49-2093,"Electrical/Electronics Install/Repair, Transp Equip", 320 ,$31.53,$26.00,$32.47,$36.46,"$65,587"
49-2094,"Electrical/Electronics Repairers, Industrial Equip", 572 ,$35.95,$31.48,$38.06,$43.31,"$74,778"
47-3013,Electrician Helpers, 197 ,$20.63,$13.48,$19.53,$27.43,"$42,926"
47-2111,Electricians," 5,626 ",$33.45,$26.79,$34.07,$41.07,"$69,591"
51-2023,Electromechanical Equipment Assemblers, 438 ,$17.32,$13.21,$16.24,$20.11,"$36,033"
49-2096,"Electronic Equipment Installers & Repairers, Motor Vehicles",,$23.00,$18.76,$23.03,$26.81,"$47,836"
49-2097,Electronic Home Entertainment Equip Install/Repair, 183 ,$26.00,$20.93,$26.53,$31.51,"$54,086"
17-2072,"Electronics Engineers, Except Computer"," 2,316 ",$50.41,$40.57,$49.16,$59.50,"$104,854"
25-2021,"Elementary School Teachers, Except Special Education"," 9,736 ",,,,,"$61,189"
47-4021,Elevator Installers and Repairers, 24 ,$44.05,$34.60,$48.26,$53.80,"$91,610"
43-4061,"Eligibility Interviewers, Government Programs"," 1,464 ",$23.05,$21.01,$22.89,$25.29,"$47,925"
39-4011,Embalmers, 14 ,$24.56,$9.58,$26.94,$32.30,"$51,078"
11-9161,Emergency Management Directors, 73 ,$41.99,$34.80,$42.15,$50.17,"$87,344"
29-2041,Emergency Medical Technicians & Paramedics," 1,389 ",$29.98,$17.41,$26.74,$42.42,"$62,352"
51-2031,Engine & Other Machine Assemblers, 708 ,$21.95,$17.89,$20.63,$22.92,"$45,649"
25-1032,"Engineering Teachers, Postsecondary", 497 ,,,,,"$102,467"
17-3029,"Engineering Technicians, Except Drafters, All Other", 460 ,,,,,
17-2199,"Engineers, All Other"," 2,384 ",$44.89,$26.90,$46.05,$59.58,"$93,371"
25-1123,"English Language & Literature Teachers, Postsecondary", 570 ,,,,,"$63,870"
27-2099,"Entertainers & Performers, Sports & Related Wkrs, All Other", 90 ,$21.41,$11.08,$18.55,$25.58,
17-3025,Environmental Engineering Technicians, 320 ,$29.19,$25.06,$32.25,$35.02,"$60,703"
17-2081,Environmental Engineers, 922 ,$44.50,$35.35,$44.00,$53.71,"$92,542"
19-4091,Environmental Science & Protection Techs (Inc Health), 491 ,$26.68,$20.15,$25.80,$33.04,"$55,493"
19-2041,Environmental Scientists & Specialists (Inc Health)," 2,135 ",$37.80,$28.14,$36.38,$46.43,"$78,620"
19-1041,Epidemiologists, 260 ,$43.10,$32.46,$39.42,$46.09,"$89,638"
51-9194,Etchers & Engravers, 72 ,$17.08,$13.55,$15.79,$18.00,"$35,525"
53-7032,Excavating & Loading Machine & Dragline Operators,,$32.28,$30.69,$33.20,$35.72,"$67,133"
43-6011,Executive Secretaries & Administrative Assistants," 7,228 ",$27.69,$22.89,$27.32,$32.53,"$57,605"
29-1128,Exercise Physiologists, 19 ,$24.98,$19.25,$23.32,$31.84,"$51,962"
51-9041,Extrude/Form/Press/Compact Mach Setters/Operators/Tenders,,$14.36,$11.67,$13.93,$16.72,"$29,884"
51-4021,"Extruding/Drawing Mach Setters/Ops/Tenders, Mtl/Plastic", 281 ,$19.48,$15.23,$19.06,$22.52,"$40,495"
51-6092,Fabric & Apparel Patternmakers, 23 ,$15.98,$11.54,$14.30,$17.89,"$33,228"
45-4021,Fallers,,$29.30,$24.41,$30.58,$33.88,"$60,939"
29-1062,Family & General Practitioners, 659 ,,,,,"$181,239"
49-3041,Farm Equipment Mechanics & Service Technicians, 14 ,$17.43,$10.84,$16.99,$23.78,"$36,264"
45-2092,Farm Workers & Laborers/Crop/Nursery & Greenhouse, 457 ,$11.10,$9.38,$10.16,$11.87,"$23,082"
45-2093,"Farm Workers, Farm/Ranch/Aquaculture Animals", 145 ,$17.14,$11.12,$14.10,$23.01,"$35,650"
45-1011,"Farming, Fishing & Forestry Worker Supervisors", 77 ,$28.36,$20.15,$30.48,$39.14,"$58,996"
27-1022,Fashion Designers, 204 ,$34.06,$20.67,$30.65,$39.32,"$70,861"
51-2091,Fiberglass Laminators & Fabricators, 611 ,$15.44,$11.38,$14.02,$18.96,"$32,120"
43-4071,File Clerks," 1,482 ",$16.35,$12.57,$15.41,$19.68,"$34,022"
27-4032,Film & Video Editors, 207 ,$28.30,$18.22,$29.21,$34.75,"$58,872"
13-2051,Financial Analysts," 2,173 ",$40.47,$31.19,$37.95,$45.27,"$84,190"
43-3099,"Financial Clerks, All Other", 496 ,$23.28,$17.62,$21.95,$27.40,"$48,431"
13-2061,Financial Examiners, 184 ,$43.99,$31.73,$39.75,$57.33,"$91,505"
11-3031,Financial Managers," 6,513 ",$60.47,$42.96,$55.03,$71.36,"$125,782"
13-2099,"Financial Specialists, All Other"," 1,243 ",$29.01,$21.32,$25.50,$34.36,"$60,342"
27-1013,"Fine Artists, Including Painters, Sculptors & Illustrators", 534 ,$35.74,$21.07,$26.97,$41.33,"$74,341"
33-1021,Fire Fighting & Prevention Worker Supervisors, 849 ,$46.01,$40.67,$46.67,$52.78,"$95,707"
33-2021,Fire Inspectors & Investigators, 79 ,$45.18,$38.31,$44.12,$51.75,"$93,984"
33-2011,Firefighters," 3,023 ",$35.12,$31.95,$36.88,$41.75,"$73,045"
33-3031,Fish & Game Wardens, 20 ,,,,,
39-9031,Fitness Trainers & Aerobics Instructors," 4,193 ",$20.09,$11.91,$16.93,$27.60,"$41,787"
53-2031,Flight Attendants," 2,143 ",,,,,"$43,881"
47-2042,"Floor Layers, Except Carpet, Wood & Hard Tiles",,$24.73,$17.70,$23.25,$32.71,"$51,447"
27-1023,Floral Designers, 559 ,$14.64,$12.27,$14.48,$17.12,"$30,443"
51-3092,Food Batchmakers," 1,622 ",$13.86,$10.14,$11.73,$17.04,"$28,837"
51-3093,Food Cooking Machine Operators & Tenders, 309 ,$13.95,$10.99,$12.27,$16.73,"$29,009"
35-9099,"Food Preparation & Serving Related Workers, All Other", 472 ,$11.76,$9.44,$10.76,$13.21,"$24,466"
35-1012,Food Preparation & Serving Worker Supervisors," 7,016 ",$17.22,$12.52,$15.94,$21.55,"$35,822"
35-2021,Food Preparation Workers," 8,645 ",$12.14,$9.97,$11.35,$13.63,"$25,252"
51-3099,"Food Processing Workers, All Other",,$11.91,$10.66,$11.64,$13.22,"$24,781"
19-1012,Food Scientists & Technologists, 92 ,$36.88,$29.45,$35.20,$45.87,"$76,698"
35-3041,"Food Servers, Nonrestaurant"," 2,908 ",$11.95,$9.40,$10.58,$13.37,"$24,859"
11-9051,Food Service Managers," 1,619 ",$25.70,$20.02,$23.45,$28.35,"$53,450"
